"","Periodo","Sexo","Municipios","value"
"3127","1998","Hombres","26049 Cihuri",84
"3128","1997","Hombres","26049 Cihuri",NA
"3129","1996","Hombres","26049 Cihuri",78
"3130","2016","Mujeres","26049 Cihuri",100
"3131","2015","Mujeres","26049 Cihuri",110
"3132","2014","Mujeres","26049 Cihuri",112
"3133","2013","Mujeres","26049 Cihuri",114
"3134","2012","Mujeres","26049 Cihuri",113
"3135","2011","Mujeres","26049 Cihuri",106
"3136","2010","Mujeres","26049 Cihuri",100
"3137","2009","Mujeres","26049 Cihuri",95
"3138","2008","Mujeres","26049 Cihuri",97
"3139","2007","Mujeres","26049 Cihuri",95
"3140","2006","Mujeres","26049 Cihuri",84
"3141","2005","Mujeres","26049 Cihuri",79
"3142","2004","Mujeres","26049 Cihuri",79
"3143","2003","Mujeres","26049 Cihuri",75
"3144","2002","Mujeres","26049 Cihuri",75
"3145","2001","Mujeres","26049 Cihuri",74
"3146","2000","Mujeres","26049 Cihuri",73
"3147","1999","Mujeres","26049 Cihuri",77
"3148","1998","Mujeres","26049 Cihuri",73
"3149","1997","Mujeres","26049 Cihuri",NA
"3150","1996","Mujeres","26049 Cihuri",71
"3151","2016","Total","26050 Cirueña",131
"3152","2015","Total","26050 Cirueña",130
"3153","2014","Total","26050 Cirueña",134
"3154","2013","Total","26050 Cirueña",128
"3155","2012","Total","26050 Cirueña",128
"3156","2011","Total","26050 Cirueña",131
"3157","2010","Total","26050 Cirueña",137
"3158","2009","Total","26050 Cirueña",132
"3159","2008","Total","26050 Cirueña",132
"3160","2007","Total","26050 Cirueña",130
"3161","2006","Total","26050 Cirueña",123
"3162","2005","Total","26050 Cirueña",120
"3163","2004","Total","26050 Cirueña",115
"3164","2003","Total","26050 Cirueña",113
"3165","2002","Total","26050 Cirueña",116
"3166","2001","Total","26050 Cirueña",127
"3167","2000","Total","26050 Cirueña",122
"3168","1999","Total","26050 Cirueña",123
"3169","1998","Total","26050 Cirueña",130
"3170","1997","Total","26050 Cirueña",NA
"3171","1996","Total","26050 Cirueña",132
"3172","2016","Hombres","26050 Cirueña",85
"3173","2015","Hombres","26050 Cirueña",84
"3174","2014","Hombres","26050 Cirueña",84
"3175","2013","Hombres","26050 Cirueña",80
"3176","2012","Hombres","26050 Cirueña",74
"3177","2011","Hombres","26050 Cirueña",75
"3178","2010","Hombres","26050 Cirueña",79
"3179","2009","Hombres","26050 Cirueña",74
"3180","2008","Hombres","26050 Cirueña",76
"3181","2007","Hombres","26050 Cirueña",77
"3182","2006","Hombres","26050 Cirueña",74
"3183","2005","Hombres","26050 Cirueña",71
"3184","2004","Hombres","26050 Cirueña",65
"3185","2003","Hombres","26050 Cirueña",65
"3186","2002","Hombres","26050 Cirueña",70
"3187","2001","Hombres","26050 Cirueña",78
"3188","2000","Hombres","26050 Cirueña",71
"3189","1999","Hombres","26050 Cirueña",72
"3190","1998","Hombres","26050 Cirueña",76
"3191","1997","Hombres","26050 Cirueña",NA
"3192","1996","Hombres","26050 Cirueña",77
"3193","2016","Mujeres","26050 Cirueña",46
"3194","2015","Mujeres","26050 Cirueña",46
"3195","2014","Mujeres","26050 Cirueña",50
"3196","2013","Mujeres","26050 Cirueña",48
"3197","2012","Mujeres","26050 Cirueña",54
"3198","2011","Mujeres","26050 Cirueña",56
"3199","2010","Mujeres","26050 Cirueña",58
"3200","2009","Mujeres","26050 Cirueña",58
"3201","2008","Mujeres","26050 Cirueña",56
"3202","2007","Mujeres","26050 Cirueña",53
"3203","2006","Mujeres","26050 Cirueña",49
"3204","2005","Mujeres","26050 Cirueña",49
"3205","2004","Mujeres","26050 Cirueña",50
"3206","2003","Mujeres","26050 Cirueña",48
"3207","2002","Mujeres","26050 Cirueña",46
"3208","2001","Mujeres","26050 Cirueña",49
"3209","2000","Mujeres","26050 Cirueña",51
"3210","1999","Mujeres","26050 Cirueña",51
"3211","1998","Mujeres","26050 Cirueña",54
"3212","1997","Mujeres","26050 Cirueña",NA
"3213","1996","Mujeres","26050 Cirueña",55
"3214","2016","Total","26051 Clavijo",294
"3215","2015","Total","26051 Clavijo",307
"3216","2014","Total","26051 Clavijo",282
"3217","2013","Total","26051 Clavijo",288
"3218","2012","Total","26051 Clavijo",298
"3219","2011","Total","26051 Clavijo",314
"3220","2010","Total","26051 Clavijo",280
"3221","2009","Total","26051 Clavijo",276
"3222","2008","Total","26051 Clavijo",273
"3223","2007","Total","26051 Clavijo",294
"3224","2006","Total","26051 Clavijo",269
"3225","2005","Total","26051 Clavijo",253
"3226","2004","Total","26051 Clavijo",239
"3227","2003","Total","26051 Clavijo",209
"3228","2002","Total","26051 Clavijo",231
"3229","2001","Total","26051 Clavijo",182
"3230","2000","Total","26051 Clavijo",190
"3231","1999","Total","26051 Clavijo",208
"3232","1998","Total","26051 Clavijo",199
"3233","1997","Total","26051 Clavijo",NA
"3234","1996","Total","26051 Clavijo",202
"3235","2016","Hombres","26051 Clavijo",174
"3236","2015","Hombres","26051 Clavijo",176
"3237","2014","Hombres","26051 Clavijo",160
"3238","2013","Hombres","26051 Clavijo",163
"3239","2012","Hombres","26051 Clavijo",170
"3240","2011","Hombres","26051 Clavijo",178
"3241","2010","Hombres","26051 Clavijo",161
"3242","2009","Hombres","26051 Clavijo",156
"3243","2008","Hombres","26051 Clavijo",152
"3244","2007","Hombres","26051 Clavijo",161
"3245","2006","Hombres","26051 Clavijo",148
"3246","2005","Hombres","26051 Clavijo",135
"3247","2004","Hombres","26051 Clavijo",129
"3248","2003","Hombres","26051 Clavijo",111
"3249","2002","Hombres","26051 Clavijo",126
"3250","2001","Hombres","26051 Clavijo",97
"3251","2000","Hombres","26051 Clavijo",100
"3252","1999","Hombres","26051 Clavijo",110
"3253","1998","Hombres","26051 Clavijo",103
"3254","1997","Hombres","26051 Clavijo",NA
"3255","1996","Hombres","26051 Clavijo",105
"3256","2016","Mujeres","26051 Clavijo",120
"3257","2015","Mujeres","26051 Clavijo",131
"3258","2014","Mujeres","26051 Clavijo",122
"3259","2013","Mujeres","26051 Clavijo",125
"3260","2012","Mujeres","26051 Clavijo",128
"3261","2011","Mujeres","26051 Clavijo",136
"3262","2010","Mujeres","26051 Clavijo",119
"3263","2009","Mujeres","26051 Clavijo",120
"3264","2008","Mujeres","26051 Clavijo",121
"3265","2007","Mujeres","26051 Clavijo",133
"3266","2006","Mujeres","26051 Clavijo",121
"3267","2005","Mujeres","26051 Clavijo",118
"3268","2004","Mujeres","26051 Clavijo",110
"3269","2003","Mujeres","26051 Clavijo",98
"3270","2002","Mujeres","26051 Clavijo",105
"3271","2001","Mujeres","26051 Clavijo",85
"3272","2000","Mujeres","26051 Clavijo",90
"3273","1999","Mujeres","26051 Clavijo",98
"3274","1998","Mujeres","26051 Clavijo",96
"3275","1997","Mujeres","26051 Clavijo",NA
"3276","1996","Mujeres","26051 Clavijo",97
"3277","2016","Total","26052 Cordovín",162
"3278","2015","Total","26052 Cordovín",167
"3279","2014","Total","26052 Cordovín",174
"3280","2013","Total","26052 Cordovín",177
"3281","2012","Total","26052 Cordovín",182
"3282","2011","Total","26052 Cordovín",189
"3283","2010","Total","26052 Cordovín",189
"3284","2009","Total","26052 Cordovín",191
"3285","2008","Total","26052 Cordovín",201
"3286","2007","Total","26052 Cordovín",205
"3287","2006","Total","26052 Cordovín",215
"3288","2005","Total","26052 Cordovín",223
"3289","2004","Total","26052 Cordovín",220
"3290","2003","Total","26052 Cordovín",225
"3291","2002","Total","26052 Cordovín",215
"3292","2001","Total","26052 Cordovín",207
"3293","2000","Total","26052 Cordovín",213
"3294","1999","Total","26052 Cordovín",218
"3295","1998","Total","26052 Cordovín",218
"3296","1997","Total","26052 Cordovín",NA
"3297","1996","Total","26052 Cordovín",224
"3298","2016","Hombres","26052 Cordovín",79
"3299","2015","Hombres","26052 Cordovín",82
"3300","2014","Hombres","26052 Cordovín",87
"3301","2013","Hombres","26052 Cordovín",88
"3302","2012","Hombres","26052 Cordovín",94
"3303","2011","Hombres","26052 Cordovín",103
"3304","2010","Hombres","26052 Cordovín",98
"3305","2009","Hombres","26052 Cordovín",99
"3306","2008","Hombres","26052 Cordovín",108
"3307","2007","Hombres","26052 Cordovín",110
"3308","2006","Hombres","26052 Cordovín",117
"3309","2005","Hombres","26052 Cordovín",124
"3310","2004","Hombres","26052 Cordovín",120
"3311","2003","Hombres","26052 Cordovín",123
"3312","2002","Hombres","26052 Cordovín",119
"3313","2001","Hombres","26052 Cordovín",111
"3314","2000","Hombres","26052 Cordovín",109
"3315","1999","Hombres","26052 Cordovín",112
"3316","1998","Hombres","26052 Cordovín",112
"3317","1997","Hombres","26052 Cordovín",NA
"3318","1996","Hombres","26052 Cordovín",116
"3319","2016","Mujeres","26052 Cordovín",83
"3320","2015","Mujeres","26052 Cordovín",85
"3321","2014","Mujeres","26052 Cordovín",87
"3322","2013","Mujeres","26052 Cordovín",89
"3323","2012","Mujeres","26052 Cordovín",88
"3324","2011","Mujeres","26052 Cordovín",86
"3325","2010","Mujeres","26052 Cordovín",91
"3326","2009","Mujeres","26052 Cordovín",92
"3327","2008","Mujeres","26052 Cordovín",93
"3328","2007","Mujeres","26052 Cordovín",95
"3329","2006","Mujeres","26052 Cordovín",98
"3330","2005","Mujeres","26052 Cordovín",99
"3331","2004","Mujeres","26052 Cordovín",100
"3332","2003","Mujeres","26052 Cordovín",102
"3333","2002","Mujeres","26052 Cordovín",96
"3334","2001","Mujeres","26052 Cordovín",96
"3335","2000","Mujeres","26052 Cordovín",104
"3336","1999","Mujeres","26052 Cordovín",106
"3337","1998","Mujeres","26052 Cordovín",106
"3338","1997","Mujeres","26052 Cordovín",NA
"3339","1996","Mujeres","26052 Cordovín",108
"3340","2016","Total","26053 Corera",249
"3341","2015","Total","26053 Corera",253
"3342","2014","Total","26053 Corera",276
"3343","2013","Total","26053 Corera",279
"3344","2012","Total","26053 Corera",279
"3345","2011","Total","26053 Corera",278
"3346","2010","Total","26053 Corera",275
"3347","2009","Total","26053 Corera",277
"3348","2008","Total","26053 Corera",282
"3349","2007","Total","26053 Corera",292
"3350","2006","Total","26053 Corera",267
"3351","2005","Total","26053 Corera",263
"3352","2004","Total","26053 Corera",266
"3353","2003","Total","26053 Corera",277
"3354","2002","Total","26053 Corera",257
"3355","2001","Total","26053 Corera",254
"3356","2000","Total","26053 Corera",250
"3357","1999","Total","26053 Corera",251
"3358","1998","Total","26053 Corera",251
"3359","1997","Total","26053 Corera",NA
"3360","1996","Total","26053 Corera",257
"3361","2016","Hombres","26053 Corera",133
"3362","2015","Hombres","26053 Corera",135
"3363","2014","Hombres","26053 Corera",149
"3364","2013","Hombres","26053 Corera",153
"3365","2012","Hombres","26053 Corera",151
"3366","2011","Hombres","26053 Corera",147
"3367","2010","Hombres","26053 Corera",146
"3368","2009","Hombres","26053 Corera",152
"3369","2008","Hombres","26053 Corera",150
"3370","2007","Hombres","26053 Corera",159
"3371","2006","Hombres","26053 Corera",140
"3372","2005","Hombres","26053 Corera",138
"3373","2004","Hombres","26053 Corera",140
"3374","2003","Hombres","26053 Corera",141
"3375","2002","Hombres","26053 Corera",130
"3376","2001","Hombres","26053 Corera",124
"3377","2000","Hombres","26053 Corera",120
"3378","1999","Hombres","26053 Corera",120
"3379","1998","Hombres","26053 Corera",122
"3380","1997","Hombres","26053 Corera",NA
"3381","1996","Hombres","26053 Corera",126
"3382","2016","Mujeres","26053 Corera",116
"3383","2015","Mujeres","26053 Corera",118
"3384","2014","Mujeres","26053 Corera",127
"3385","2013","Mujeres","26053 Corera",126
"3386","2012","Mujeres","26053 Corera",128
"3387","2011","Mujeres","26053 Corera",131
"3388","2010","Mujeres","26053 Corera",129
"3389","2009","Mujeres","26053 Corera",125
"3390","2008","Mujeres","26053 Corera",132
"3391","2007","Mujeres","26053 Corera",133
"3392","2006","Mujeres","26053 Corera",127
"3393","2005","Mujeres","26053 Corera",125
"3394","2004","Mujeres","26053 Corera",126
"3395","2003","Mujeres","26053 Corera",136
"3396","2002","Mujeres","26053 Corera",127
"3397","2001","Mujeres","26053 Corera",130
"3398","2000","Mujeres","26053 Corera",130
"3399","1999","Mujeres","26053 Corera",131
"3400","1998","Mujeres","26053 Corera",129
"3401","1997","Mujeres","26053 Corera",NA
"3402","1996","Mujeres","26053 Corera",131
"3403","2016","Total","26054 Cornago",349
"3404","2015","Total","26054 Cornago",355
"3405","2014","Total","26054 Cornago",366
"3406","2013","Total","26054 Cornago",382
"3407","2012","Total","26054 Cornago",405
"3408","2011","Total","26054 Cornago",426
"3409","2010","Total","26054 Cornago",453
"3410","2009","Total","26054 Cornago",463
"3411","2008","Total","26054 Cornago",477
"3412","2007","Total","26054 Cornago",491
"3413","2006","Total","26054 Cornago",510
"3414","2005","Total","26054 Cornago",524
"3415","2004","Total","26054 Cornago",540
"3416","2003","Total","26054 Cornago",544
"3417","2002","Total","26054 Cornago",563
"3418","2001","Total","26054 Cornago",559
"3419","2000","Total","26054 Cornago",567
"3420","1999","Total","26054 Cornago",580
"3421","1998","Total","26054 Cornago",579
"3422","1997","Total","26054 Cornago",NA
"3423","1996","Total","26054 Cornago",637
"3424","2016","Hombres","26054 Cornago",201
"3425","2015","Hombres","26054 Cornago",202
"3426","2014","Hombres","26054 Cornago",206
"3427","2013","Hombres","26054 Cornago",217
"3428","2012","Hombres","26054 Cornago",227
"3429","2011","Hombres","26054 Cornago",241
"3430","2010","Hombres","26054 Cornago",254
"3431","2009","Hombres","26054 Cornago",261
"3432","2008","Hombres","26054 Cornago",266
"3433","2007","Hombres","26054 Cornago",269
"3434","2006","Hombres","26054 Cornago",279
"3435","2005","Hombres","26054 Cornago",287
"3436","2004","Hombres","26054 Cornago",294
"3437","2003","Hombres","26054 Cornago",295
"3438","2002","Hombres","26054 Cornago",309
"3439","2001","Hombres","26054 Cornago",307
"3440","2000","Hombres","26054 Cornago",307
"3441","1999","Hombres","26054 Cornago",315
"3442","1998","Hombres","26054 Cornago",316
"3443","1997","Hombres","26054 Cornago",NA
"3444","1996","Hombres","26054 Cornago",347
"3445","2016","Mujeres","26054 Cornago",148
"3446","2015","Mujeres","26054 Cornago",153
"3447","2014","Mujeres","26054 Cornago",160
"3448","2013","Mujeres","26054 Cornago",165
"3449","2012","Mujeres","26054 Cornago",178
"3450","2011","Mujeres","26054 Cornago",185
"3451","2010","Mujeres","26054 Cornago",199
"3452","2009","Mujeres","26054 Cornago",202
"3453","2008","Mujeres","26054 Cornago",211
"3454","2007","Mujeres","26054 Cornago",222
"3455","2006","Mujeres","26054 Cornago",231
"3456","2005","Mujeres","26054 Cornago",237
"3457","2004","Mujeres","26054 Cornago",246
"3458","2003","Mujeres","26054 Cornago",249
"3459","2002","Mujeres","26054 Cornago",254
"3460","2001","Mujeres","26054 Cornago",252
"3461","2000","Mujeres","26054 Cornago",260
"3462","1999","Mujeres","26054 Cornago",265
"3463","1998","Mujeres","26054 Cornago",263
"3464","1997","Mujeres","26054 Cornago",NA
"3465","1996","Mujeres","26054 Cornago",290
"3466","2016","Total","26055 Corporales",43
"3467","2015","Total","26055 Corporales",47
"3468","2014","Total","26055 Corporales",43
"3469","2013","Total","26055 Corporales",43
"3470","2012","Total","26055 Corporales",41
"3471","2011","Total","26055 Corporales",45
"3472","2010","Total","26055 Corporales",35
"3473","2009","Total","26055 Corporales",35
"3474","2008","Total","26055 Corporales",40
"3475","2007","Total","26055 Corporales",43
"3476","2006","Total","26055 Corporales",46
"3477","2005","Total","26055 Corporales",48
"3478","2004","Total","26055 Corporales",49
"3479","2003","Total","26055 Corporales",50
"3480","2002","Total","26055 Corporales",51
"3481","2001","Total","26055 Corporales",55
"3482","2000","Total","26055 Corporales",62
"3483","1999","Total","26055 Corporales",63
"3484","1998","Total","26055 Corporales",63
"3485","1997","Total","26055 Corporales",NA
"3486","1996","Total","26055 Corporales",64
"3487","2016","Hombres","26055 Corporales",23
"3488","2015","Hombres","26055 Corporales",25
"3489","2014","Hombres","26055 Corporales",24
"3490","2013","Hombres","26055 Corporales",23
"3491","2012","Hombres","26055 Corporales",21
"3492","2011","Hombres","26055 Corporales",23
"3493","2010","Hombres","26055 Corporales",20
"3494","2009","Hombres","26055 Corporales",20
"3495","2008","Hombres","26055 Corporales",23
"3496","2007","Hombres","26055 Corporales",24
"3497","2006","Hombres","26055 Corporales",25
"3498","2005","Hombres","26055 Corporales",26
"3499","2004","Hombres","26055 Corporales",27
"3500","2003","Hombres","26055 Corporales",27
"3501","2002","Hombres","26055 Corporales",27
"3502","2001","Hombres","26055 Corporales",28
"3503","2000","Hombres","26055 Corporales",31
"3504","1999","Hombres","26055 Corporales",32
"3505","1998","Hombres","26055 Corporales",32
"3506","1997","Hombres","26055 Corporales",NA
"3507","1996","Hombres","26055 Corporales",33
"3508","2016","Mujeres","26055 Corporales",20
"3509","2015","Mujeres","26055 Corporales",22
"3510","2014","Mujeres","26055 Corporales",19
"3511","2013","Mujeres","26055 Corporales",20
"3512","2012","Mujeres","26055 Corporales",20
"3513","2011","Mujeres","26055 Corporales",22
"3514","2010","Mujeres","26055 Corporales",15
"3515","2009","Mujeres","26055 Corporales",15
"3516","2008","Mujeres","26055 Corporales",17
"3517","2007","Mujeres","26055 Corporales",19
"3518","2006","Mujeres","26055 Corporales",21
"3519","2005","Mujeres","26055 Corporales",22
"3520","2004","Mujeres","26055 Corporales",22
"3521","2003","Mujeres","26055 Corporales",23
"3522","2002","Mujeres","26055 Corporales",24
"3523","2001","Mujeres","26055 Corporales",27
"3524","2000","Mujeres","26055 Corporales",31
"3525","1999","Mujeres","26055 Corporales",31
"3526","1998","Mujeres","26055 Corporales",31
"3527","1997","Mujeres","26055 Corporales",NA
"3528","1996","Mujeres","26055 Corporales",31
"3529","2016","Total","26056 Cuzcurrita de Río Tirón",506
"3530","2015","Total","26056 Cuzcurrita de Río Tirón",507
