"","Edad..grupos.quinquenales.","Municipios","Sexo","value"
"10503","65-69","08242 Marganell","Varones",12
"10504","70-74","08242 Marganell","Varones",2
"10505","75-79","08242 Marganell","Varones",2
"10506","80-84","08242 Marganell","Varones",3
"10507","85 y más","08242 Marganell","Varones",1
"10508","Total","08243 Santa Cecília de Voltregà","Varones",116
"10509","0-4","08243 Santa Cecília de Voltregà","Varones",1
"10510","05-09","08243 Santa Cecília de Voltregà","Varones",6
"10511","10-14","08243 Santa Cecília de Voltregà","Varones",6
"10512","15-19","08243 Santa Cecília de Voltregà","Varones",9
"10513","20-24","08243 Santa Cecília de Voltregà","Varones",14
"10514","25-29","08243 Santa Cecília de Voltregà","Varones",9
"10515","30-34","08243 Santa Cecília de Voltregà","Varones",8
"10516","35-39","08243 Santa Cecília de Voltregà","Varones",6
"10517","40-44","08243 Santa Cecília de Voltregà","Varones",9
"10518","45-49","08243 Santa Cecília de Voltregà","Varones",10
"10519","50-54","08243 Santa Cecília de Voltregà","Varones",3
"10520","55-59","08243 Santa Cecília de Voltregà","Varones",8
"10521","60-64","08243 Santa Cecília de Voltregà","Varones",4
"10522","65-69","08243 Santa Cecília de Voltregà","Varones",7
"10523","70-74","08243 Santa Cecília de Voltregà","Varones",6
"10524","75-79","08243 Santa Cecília de Voltregà","Varones",2
"10525","80-84","08243 Santa Cecília de Voltregà","Varones",6
"10526","85 y más","08243 Santa Cecília de Voltregà","Varones",2
"10527","Total","08244 Santa Coloma de Cervelló","Varones",2839
"10528","0-4","08244 Santa Coloma de Cervelló","Varones",199
"10529","05-09","08244 Santa Coloma de Cervelló","Varones",179
"10530","10-14","08244 Santa Coloma de Cervelló","Varones",139
"10531","15-19","08244 Santa Coloma de Cervelló","Varones",147
"10532","20-24","08244 Santa Coloma de Cervelló","Varones",164
"10533","25-29","08244 Santa Coloma de Cervelló","Varones",354
"10534","30-34","08244 Santa Coloma de Cervelló","Varones",365
"10535","35-39","08244 Santa Coloma de Cervelló","Varones",296
"10536","40-44","08244 Santa Coloma de Cervelló","Varones",220
"10537","45-49","08244 Santa Coloma de Cervelló","Varones",166
"10538","50-54","08244 Santa Coloma de Cervelló","Varones",144
"10539","55-59","08244 Santa Coloma de Cervelló","Varones",122
"10540","60-64","08244 Santa Coloma de Cervelló","Varones",72
"10541","65-69","08244 Santa Coloma de Cervelló","Varones",123
"10542","70-74","08244 Santa Coloma de Cervelló","Varones",59
"10543","75-79","08244 Santa Coloma de Cervelló","Varones",40
"10544","80-84","08244 Santa Coloma de Cervelló","Varones",28
"10545","85 y más","08244 Santa Coloma de Cervelló","Varones",22
"10546","Total","08245 Santa Coloma de Gramenet","Varones",57760
"10547","0-4","08245 Santa Coloma de Gramenet","Varones",2384
"10548","05-09","08245 Santa Coloma de Gramenet","Varones",2195
"10549","10-14","08245 Santa Coloma de Gramenet","Varones",2563
"10550","15-19","08245 Santa Coloma de Gramenet","Varones",3227
"10551","20-24","08245 Santa Coloma de Gramenet","Varones",5355
"10552","25-29","08245 Santa Coloma de Gramenet","Varones",6538
"10553","30-34","08245 Santa Coloma de Gramenet","Varones",5388
"10554","35-39","08245 Santa Coloma de Gramenet","Varones",4401
"10555","40-44","08245 Santa Coloma de Gramenet","Varones",3617
"10556","45-49","08245 Santa Coloma de Gramenet","Varones",3320
"10557","50-54","08245 Santa Coloma de Gramenet","Varones",3829
"10558","55-59","08245 Santa Coloma de Gramenet","Varones",4121
"10559","60-64","08245 Santa Coloma de Gramenet","Varones",3466
"10560","65-69","08245 Santa Coloma de Gramenet","Varones",2941
"10561","70-74","08245 Santa Coloma de Gramenet","Varones",2001
"10562","75-79","08245 Santa Coloma de Gramenet","Varones",1277
"10563","80-84","08245 Santa Coloma de Gramenet","Varones",696
"10564","85 y más","08245 Santa Coloma de Gramenet","Varones",441
"10565","Total","08246 Santa Eugènia de Berga","Varones",1018
"10566","0-4","08246 Santa Eugènia de Berga","Varones",40
"10567","05-09","08246 Santa Eugènia de Berga","Varones",47
"10568","10-14","08246 Santa Eugènia de Berga","Varones",65
"10569","15-19","08246 Santa Eugènia de Berga","Varones",72
"10570","20-24","08246 Santa Eugènia de Berga","Varones",82
"10571","25-29","08246 Santa Eugènia de Berga","Varones",87
"10572","30-34","08246 Santa Eugènia de Berga","Varones",66
"10573","35-39","08246 Santa Eugènia de Berga","Varones",81
"10574","40-44","08246 Santa Eugènia de Berga","Varones",97
"10575","45-49","08246 Santa Eugènia de Berga","Varones",96
"10576","50-54","08246 Santa Eugènia de Berga","Varones",66
"10577","55-59","08246 Santa Eugènia de Berga","Varones",37
"10578","60-64","08246 Santa Eugènia de Berga","Varones",43
"10579","65-69","08246 Santa Eugènia de Berga","Varones",42
"10580","70-74","08246 Santa Eugènia de Berga","Varones",35
"10581","75-79","08246 Santa Eugènia de Berga","Varones",38
"10582","80-84","08246 Santa Eugènia de Berga","Varones",15
"10583","85 y más","08246 Santa Eugènia de Berga","Varones",9
"10584","Total","08247 Santa Eulàlia de Riuprimer","Varones",451
"10585","0-4","08247 Santa Eulàlia de Riuprimer","Varones",19
"10586","05-09","08247 Santa Eulàlia de Riuprimer","Varones",21
"10587","10-14","08247 Santa Eulàlia de Riuprimer","Varones",31
"10588","15-19","08247 Santa Eulàlia de Riuprimer","Varones",17
"10589","20-24","08247 Santa Eulàlia de Riuprimer","Varones",30
"10590","25-29","08247 Santa Eulàlia de Riuprimer","Varones",46
"10591","30-34","08247 Santa Eulàlia de Riuprimer","Varones",31
"10592","35-39","08247 Santa Eulàlia de Riuprimer","Varones",47
"10593","40-44","08247 Santa Eulàlia de Riuprimer","Varones",36
"10594","45-49","08247 Santa Eulàlia de Riuprimer","Varones",25
"10595","50-54","08247 Santa Eulàlia de Riuprimer","Varones",26
"10596","55-59","08247 Santa Eulàlia de Riuprimer","Varones",28
"10597","60-64","08247 Santa Eulàlia de Riuprimer","Varones",15
"10598","65-69","08247 Santa Eulàlia de Riuprimer","Varones",22
"10599","70-74","08247 Santa Eulàlia de Riuprimer","Varones",20
"10600","75-79","08247 Santa Eulàlia de Riuprimer","Varones",25
"10601","80-84","08247 Santa Eulàlia de Riuprimer","Varones",6
"10602","85 y más","08247 Santa Eulàlia de Riuprimer","Varones",6
"10603","Total","08248 Santa Eulàlia de Ronçana","Varones",2522
"10604","0-4","08248 Santa Eulàlia de Ronçana","Varones",109
"10605","05-09","08248 Santa Eulàlia de Ronçana","Varones",120
"10606","10-14","08248 Santa Eulàlia de Ronçana","Varones",114
"10607","15-19","08248 Santa Eulàlia de Ronçana","Varones",147
"10608","20-24","08248 Santa Eulàlia de Ronçana","Varones",193
"10609","25-29","08248 Santa Eulàlia de Ronçana","Varones",224
"10610","30-34","08248 Santa Eulàlia de Ronçana","Varones",214
"10611","35-39","08248 Santa Eulàlia de Ronçana","Varones",243
"10612","40-44","08248 Santa Eulàlia de Ronçana","Varones",196
"10613","45-49","08248 Santa Eulàlia de Ronçana","Varones",185
"10614","50-54","08248 Santa Eulàlia de Ronçana","Varones",177
"10615","55-59","08248 Santa Eulàlia de Ronçana","Varones",139
"10616","60-64","08248 Santa Eulàlia de Ronçana","Varones",108
"10617","65-69","08248 Santa Eulàlia de Ronçana","Varones",139
"10618","70-74","08248 Santa Eulàlia de Ronçana","Varones",104
"10619","75-79","08248 Santa Eulàlia de Ronçana","Varones",55
"10620","80-84","08248 Santa Eulàlia de Ronçana","Varones",37
"10621","85 y más","08248 Santa Eulàlia de Ronçana","Varones",18
"10622","Total","08249 Santa Fe del Penedès","Varones",154
"10623","0-4","08249 Santa Fe del Penedès","Varones",5
"10624","05-09","08249 Santa Fe del Penedès","Varones",10
"10625","10-14","08249 Santa Fe del Penedès","Varones",15
"10626","15-19","08249 Santa Fe del Penedès","Varones",3
"10627","20-24","08249 Santa Fe del Penedès","Varones",9
"10628","25-29","08249 Santa Fe del Penedès","Varones",13
"10629","30-34","08249 Santa Fe del Penedès","Varones",10
"10630","35-39","08249 Santa Fe del Penedès","Varones",13
"10631","40-44","08249 Santa Fe del Penedès","Varones",22
"10632","45-49","08249 Santa Fe del Penedès","Varones",10
"10633","50-54","08249 Santa Fe del Penedès","Varones",7
"10634","55-59","08249 Santa Fe del Penedès","Varones",8
"10635","60-64","08249 Santa Fe del Penedès","Varones",8
"10636","65-69","08249 Santa Fe del Penedès","Varones",5
"10637","70-74","08249 Santa Fe del Penedès","Varones",4
"10638","75-79","08249 Santa Fe del Penedès","Varones",10
"10639","80-84","08249 Santa Fe del Penedès","Varones",1
"10640","85 y más","08249 Santa Fe del Penedès","Varones",1
"10641","Total","08250 Santa Margarida de Montbui","Varones",4540
"10642","0-4","08250 Santa Margarida de Montbui","Varones",206
"10643","05-09","08250 Santa Margarida de Montbui","Varones",222
"10644","10-14","08250 Santa Margarida de Montbui","Varones",262
"10645","15-19","08250 Santa Margarida de Montbui","Varones",313
"10646","20-24","08250 Santa Margarida de Montbui","Varones",477
"10647","25-29","08250 Santa Margarida de Montbui","Varones",424
"10648","30-34","08250 Santa Margarida de Montbui","Varones",358
"10649","35-39","08250 Santa Margarida de Montbui","Varones",353
"10650","40-44","08250 Santa Margarida de Montbui","Varones",344
"10651","45-49","08250 Santa Margarida de Montbui","Varones",319
"10652","50-54","08250 Santa Margarida de Montbui","Varones",295
"10653","55-59","08250 Santa Margarida de Montbui","Varones",256
"10654","60-64","08250 Santa Margarida de Montbui","Varones",199
"10655","65-69","08250 Santa Margarida de Montbui","Varones",170
"10656","70-74","08250 Santa Margarida de Montbui","Varones",153
"10657","75-79","08250 Santa Margarida de Montbui","Varones",99
"10658","80-84","08250 Santa Margarida de Montbui","Varones",61
"10659","85 y más","08250 Santa Margarida de Montbui","Varones",29
"10660","Total","08251 Santa Margarida i els Monjos","Varones",2682
"10661","0-4","08251 Santa Margarida i els Monjos","Varones",155
"10662","05-09","08251 Santa Margarida i els Monjos","Varones",126
"10663","10-14","08251 Santa Margarida i els Monjos","Varones",128
"10664","15-19","08251 Santa Margarida i els Monjos","Varones",175
"10665","20-24","08251 Santa Margarida i els Monjos","Varones",239
"10666","25-29","08251 Santa Margarida i els Monjos","Varones",316
"10667","30-34","08251 Santa Margarida i els Monjos","Varones",289
"10668","35-39","08251 Santa Margarida i els Monjos","Varones",211
"10669","40-44","08251 Santa Margarida i els Monjos","Varones",198
"10670","45-49","08251 Santa Margarida i els Monjos","Varones",175
"10671","50-54","08251 Santa Margarida i els Monjos","Varones",153
"10672","55-59","08251 Santa Margarida i els Monjos","Varones",143
"10673","60-64","08251 Santa Margarida i els Monjos","Varones",91
"10674","65-69","08251 Santa Margarida i els Monjos","Varones",89
"10675","70-74","08251 Santa Margarida i els Monjos","Varones",82
"10676","75-79","08251 Santa Margarida i els Monjos","Varones",54
"10677","80-84","08251 Santa Margarida i els Monjos","Varones",35
"10678","85 y más","08251 Santa Margarida i els Monjos","Varones",23
"10679","Total","08252 Barberà del Vallès","Varones",13534
"10680","0-4","08252 Barberà del Vallès","Varones",750
"10681","05-09","08252 Barberà del Vallès","Varones",691
"10682","10-14","08252 Barberà del Vallès","Varones",744
"10683","15-19","08252 Barberà del Vallès","Varones",918
"10684","20-24","08252 Barberà del Vallès","Varones",1250
"10685","25-29","08252 Barberà del Vallès","Varones",1261
"10686","30-34","08252 Barberà del Vallès","Varones",1279
"10687","35-39","08252 Barberà del Vallès","Varones",1193
"10688","40-44","08252 Barberà del Vallès","Varones",1024
"10689","45-49","08252 Barberà del Vallès","Varones",1057
"10690","50-54","08252 Barberà del Vallès","Varones",964
"10691","55-59","08252 Barberà del Vallès","Varones",688
"10692","60-64","08252 Barberà del Vallès","Varones",527
"10693","65-69","08252 Barberà del Vallès","Varones",423
"10694","70-74","08252 Barberà del Vallès","Varones",327
"10695","75-79","08252 Barberà del Vallès","Varones",241
"10696","80-84","08252 Barberà del Vallès","Varones",110
"10697","85 y más","08252 Barberà del Vallès","Varones",87
"10698","Total","08253 Santa Maria de Besora","Varones",91
"10699","0-4","08253 Santa Maria de Besora","Varones",3
"10700","05-09","08253 Santa Maria de Besora","Varones",6
"10701","10-14","08253 Santa Maria de Besora","Varones",4
"10702","15-19","08253 Santa Maria de Besora","Varones",2
"10703","20-24","08253 Santa Maria de Besora","Varones",7
"10704","25-29","08253 Santa Maria de Besora","Varones",8
"10705","30-34","08253 Santa Maria de Besora","Varones",7
"10706","35-39","08253 Santa Maria de Besora","Varones",8
"10707","40-44","08253 Santa Maria de Besora","Varones",7
"10708","45-49","08253 Santa Maria de Besora","Varones",3
"10709","50-54","08253 Santa Maria de Besora","Varones",6
"10710","55-59","08253 Santa Maria de Besora","Varones",6
"10711","60-64","08253 Santa Maria de Besora","Varones",4
"10712","65-69","08253 Santa Maria de Besora","Varones",7
"10713","70-74","08253 Santa Maria de Besora","Varones",7
"10714","75-79","08253 Santa Maria de Besora","Varones",3
"10715","80-84","08253 Santa Maria de Besora","Varones",2
"10716","85 y más","08253 Santa Maria de Besora","Varones",1
"10717","Total","08254 Santa Maria de Corcó","Varones",1070
"10718","0-4","08254 Santa Maria de Corcó","Varones",46
"10719","05-09","08254 Santa Maria de Corcó","Varones",53
"10720","10-14","08254 Santa Maria de Corcó","Varones",46
"10721","15-19","08254 Santa Maria de Corcó","Varones",50
"10722","20-24","08254 Santa Maria de Corcó","Varones",75
"10723","25-29","08254 Santa Maria de Corcó","Varones",86
"10724","30-34","08254 Santa Maria de Corcó","Varones",78
"10725","35-39","08254 Santa Maria de Corcó","Varones",95
"10726","40-44","08254 Santa Maria de Corcó","Varones",100
"10727","45-49","08254 Santa Maria de Corcó","Varones",79
"10728","50-54","08254 Santa Maria de Corcó","Varones",66
"10729","55-59","08254 Santa Maria de Corcó","Varones",49
"10730","60-64","08254 Santa Maria de Corcó","Varones",49
"10731","65-69","08254 Santa Maria de Corcó","Varones",69
"10732","70-74","08254 Santa Maria de Corcó","Varones",52
"10733","75-79","08254 Santa Maria de Corcó","Varones",39
"10734","80-84","08254 Santa Maria de Corcó","Varones",19
"10735","85 y más","08254 Santa Maria de Corcó","Varones",19
"10736","Total","08255 Santa Maria de Merlès","Varones",83
"10737","0-4","08255 Santa Maria de Merlès","Varones",3
"10738","05-09","08255 Santa Maria de Merlès","Varones",3
"10739","10-14","08255 Santa Maria de Merlès","Varones",3
"10740","15-19","08255 Santa Maria de Merlès","Varones",5
"10741","20-24","08255 Santa Maria de Merlès","Varones",2
"10742","25-29","08255 Santa Maria de Merlès","Varones",10
"10743","30-34","08255 Santa Maria de Merlès","Varones",4
"10744","35-39","08255 Santa Maria de Merlès","Varones",7
"10745","40-44","08255 Santa Maria de Merlès","Varones",10
"10746","45-49","08255 Santa Maria de Merlès","Varones",2
"10747","50-54","08255 Santa Maria de Merlès","Varones",4
"10748","55-59","08255 Santa Maria de Merlès","Varones",4
"10749","60-64","08255 Santa Maria de Merlès","Varones",5
"10750","65-69","08255 Santa Maria de Merlès","Varones",8
"10751","70-74","08255 Santa Maria de Merlès","Varones",4
"10752","75-79","08255 Santa Maria de Merlès","Varones",4
"10753","80-84","08255 Santa Maria de Merlès","Varones",2
"10754","85 y más","08255 Santa Maria de Merlès","Varones",3
"10755","Total","08256 Santa Maria de Martorelles","Varones",341
"10756","0-4","08256 Santa Maria de Martorelles","Varones",23
"10757","05-09","08256 Santa Maria de Martorelles","Varones",17
"10758","10-14","08256 Santa Maria de Martorelles","Varones",14
"10759","15-19","08256 Santa Maria de Martorelles","Varones",19
"10760","20-24","08256 Santa Maria de Martorelles","Varones",23
"10761","25-29","08256 Santa Maria de Martorelles","Varones",26
"10762","30-34","08256 Santa Maria de Martorelles","Varones",30
"10763","35-39","08256 Santa Maria de Martorelles","Varones",37
"10764","40-44","08256 Santa Maria de Martorelles","Varones",29
"10765","45-49","08256 Santa Maria de Martorelles","Varones",29
"10766","50-54","08256 Santa Maria de Martorelles","Varones",25
"10767","55-59","08256 Santa Maria de Martorelles","Varones",13
"10768","60-64","08256 Santa Maria de Martorelles","Varones",12
"10769","65-69","08256 Santa Maria de Martorelles","Varones",20
"10770","70-74","08256 Santa Maria de Martorelles","Varones",10
"10771","75-79","08256 Santa Maria de Martorelles","Varones",9
"10772","80-84","08256 Santa Maria de Martorelles","Varones",4
"10773","85 y más","08256 Santa Maria de Martorelles","Varones",1
"10774","Total","08257 Santa Maria de Miralles","Varones",48
"10775","0-4","08257 Santa Maria de Miralles","Varones",1
"10776","05-09","08257 Santa Maria de Miralles","Varones",1
"10777","10-14","08257 Santa Maria de Miralles","Varones",1
"10778","15-19","08257 Santa Maria de Miralles","Varones",0
"10779","20-24","08257 Santa Maria de Miralles","Varones",2
"10780","25-29","08257 Santa Maria de Miralles","Varones",6
